,stop_id,name,lat,lon
321,9278,Drewry Ave At Bathurst St,43.7811599,-79.44451
322,0495,Bloor St West At Bedford Rd,43.6678999,-79.39756
323,14266,Staines Rd At Seasons Dr South Side,43.83015,-79.2236099
324,14767,Scarborough Centre Station,43.7744299,-79.2575
325,6226,Albion Rd At Arcot Blvd South Side,43.7264999,-79.5520199
326,2942,Morningside Ave At Ellesmere Rd,43.78519,-79.19311
327,10847,105 Ironside Cres,43.8286399,-79.24691
328,4375,Kipling Ave At St Andrews Blvd South Side,43.6982599,-79.5605799
329,5669,McCowan Rd At Hollyhedge Dr (North) South Side,43.7533099,-79.24471
330,5209,533 Lansdowne Ave,43.65568,-79.44177
331,8722,Weston Rd At Finch Ave West South Side,43.7516399,-79.54244
332,13708,Vanderhoof Ave At Thomas Elgie Dr,43.71357,-79.3559799
333,8448,Victoria Park Ave At Deanvar Ave South Side,43.7452399,-79.3110299
334,9821,Finch Ave West At Sentinel Rd East Side,43.7611099,-79.49923
335,9549,Milner Ave At Neilson Rd East Side,43.7955599,-79.21584
336,5338,Lawrence Ave West At Bathurst St West Side,43.7191999,-79.4305
337,1800,Coxwell Ave At Upper Gerrard St East,43.6750999,-79.3200899
338,8536,Warden Ave At Boem Ave,43.7481599,-79.29575
339,1940,Don Mills Rd At Graydon Hall Dr,43.76164,-79.34699
340,4329,Kipling Ave At John Garland Blvd North Side,43.7357799,-79.5782299
341,1171,Jane St At Colbeck St,43.65335,-79.48621
342,8287,Steeles Ave East At Jewell St,43.79997,-79.4116799
343,2787,Kingston Rd At Muir Dr West Side,43.7432399,-79.21249
344,8367,Three Valleys Dr At Laurentide Dr,43.7514899,-79.3363499
345,1056,Fisherville Rd At Bathurst St West Side,43.7902599,-79.44618
346,7622,Clayson Rd At Wilson Ave,43.7184699,-79.5234299
347,0310,Bayview Ave At Opposite Garnier Park,43.80093,-79.39569
348,11604,Middlefield Rd At Passmore Ave East Side,43.82746,-79.2643999
349,0339,130 Bellamy Rd North,43.7422199,-79.23035
350,2970,1415 Morningside Ave,43.81079,-79.20342
351,15731,Don Mills Rd At Eglinton Ave East,43.7190799,-79.3381699
352,13482,Lake Shore Blvd West At Thirty Ninth St West Side,43.5928199,-79.54122
353,14646,Davisville Station,43.6977999,-79.39701
354,6957,Rockcliffe Blvd At Corbett Ave North Side,43.67179,-79.48706
355,14737,Main Street Station,43.6890999,-79.30171
356,7974,Military Trail At Lash Crt,43.78348,-79.18179
357,11878,Transit Rd At Wilson Ave North Side,43.7347099,-79.45215
358,7554,Birchmount Rd At Mack Ave,43.70173,-79.26608
359,5442,Leslie St At Finch Ave East,43.7896599,-79.3677199
360,6963,Opposite 400 Rockcliffe Blvd (Rockcliffe Middle School),43.67474,-79.48836
361,14355,St Clair Ave West At Spadina Rd West Side,43.68454,-79.4116999
362,15675,Scarlett Rd At Hill Garden Rd,43.69611,-79.52073
363,11740,Birmingham St At Eighth St,43.60287,-79.5076599
364,14524,Torbarrie Rd At Joseph Griffith Lane South Side,43.72533,-79.52329
365,1029,Dupont St At Symington Ave,43.6656299,-79.45137
366,13346,Dawes Rd At Park Vista South Side,43.6979799,-79.2971899
367,12051,Progress Ave At Milner Business Crt,43.7883299,-79.2331899
368,14811,York Mills Station,43.7453399,-79.40642
369,6445,Huntingwood Dr At Garrybrook Dr,43.7891799,-79.30715
370,8690,Weston Rd At Burgundy Crt North Side,43.72929,-79.5359
371,1981,16 The Donway East - Opposite Don Mills Collegiate,43.7360499,-79.34064
372,1977,Don Mills Rd At Wynford Dr,43.7228499,-79.3393299
373,7298,Sheppard Ave West At Wilmington Ave,43.7528199,-79.45188
374,9375,Christie St At Davenport Rd,43.6757499,-79.4232599
375,0683,Burnhamthorpe Rd At Mulgrove Dr,43.64406,-79.5689699
376,10554,Warden Ave At Apple Creek Blvd,43.8600699,-79.3351599
377,15948,900 Passmore Ave,43.8331799,-79.23923
378,0060,Avenue Rd At Dunblaine Ave,43.73602,-79.42023
379,9236,Shorncliffe Ave At Newbridge Rd South Side,43.62582,-79.54217
380,15045,Jane St At Wright Ave,43.70068,-79.50305
